"locus_tag","gene","protein_id","kegg_id_kegg","kegg_id_eggnog","kegg_id_koala","dbcan_family","cayman_family","kegg_consensus"
"I5Q86_03285","truA","QQQ93828.1","K06173","K06173","K06173",NA,NA,"K06173"
"I5Q86_03290",NA,"QQQ93829.1","K16785","K16785","K16785",NA,NA,"K16785"
"I5Q86_03295",NA,"QQQ93830.1","K16787","K16787","K16787",NA,NA,"K16787"
"I5Q86_03300",NA,"QQQ93831.1","K16786","K16786","K16786",NA,NA,"K16786"
"I5Q86_03305",NA,"QQQ93832.1",NA,"K02435,K03827,K06950,K17623",NA,NA,NA,"K02435,K03827,K06950,K17623"
"I5Q86_03310",NA,"QQQ95426.1","K03978","K03978","K03978",NA,NA,"K03978"
"I5Q86_03315","lon","QQQ93833.1","K01338","K01338","K01338",NA,NA,"K01338"
"I5Q86_03320","clpX","QQQ93834.1","K03544","K03544","K03544",NA,NA,"K03544"
"I5Q86_03325","clpP","QQQ93835.1","K01358","K01358","K01358",NA,NA,"K01358"
"I5Q86_03330",NA,"QQQ93836.1","K03545","K03545","K03545",NA,NA,"K03545"
"I5Q86_03335",NA,"QQQ93837.1","K03152","K03152","K03152",NA,NA,"K03152"
"I5Q86_03340",NA,"QQQ93838.1",NA,"K01768",NA,NA,NA,"K01768"
"I5Q86_03345",NA,"QQQ93839.1",NA,NA,NA,NA,NA,NA
"I5Q86_03350","proC","QQQ93840.1","K00286","K00286","K00286",NA,NA,"K00286"
"I5Q86_03355",NA,"QQQ93841.1",NA,NA,NA,NA,NA,NA
"I5Q86_03360",NA,"QQQ93842.1",NA,NA,NA,NA,NA,NA
"I5Q86_03365",NA,"QQQ93843.1",NA,NA,NA,NA,NA,NA
"I5Q86_03370",NA,"QQQ93844.1",NA,NA,NA,NA,NA,NA
"I5Q86_03375",NA,"QQQ93845.1",NA,"K02099","K02099",NA,NA,"K02099"
"I5Q86_03380",NA,"QQQ93846.1","K02051","K02051",NA,NA,NA,"K02051"
"I5Q86_03385",NA,"QQQ93847.1",NA,NA,NA,NA,NA,NA
"I5Q86_03390",NA,"QQQ93848.1",NA,NA,NA,NA,NA,NA
"I5Q86_03395",NA,"QQQ93849.1",NA,NA,NA,NA,NA,NA
"I5Q86_03400",NA,"QQQ95427.1",NA,"K00847,K00886,K01810,K25026",NA,NA,NA,"K00847,K00886,K01810,K25026"
"I5Q86_03405","metA","QQQ93850.1","K00651","K00651","K00651",NA,NA,"K00651"
"I5Q86_03410",NA,"QQQ93851.1","K00170","K00170",NA,NA,NA,"K00170"
"I5Q86_03415","porA","QQQ93852.1","K00186","K00169","K00169",NA,NA,"K00169"
"I5Q86_03420",NA,"QQQ93853.1","K00171","K00171","K00171",NA,NA,"K00171"
"I5Q86_03425",NA,"QQQ93854.1","K00172","K00172",NA,NA,NA,"K00172"
"I5Q86_03435",NA,"QQQ93855.1",NA,"K00648","K00648",NA,NA,"K00648"
"I5Q86_03440",NA,"QQQ93856.1","K00826","K00826","K00826",NA,NA,"K00826"
"I5Q86_03445",NA,"QQQ93857.1",NA,NA,NA,NA,NA,NA
"I5Q86_03450",NA,"QQQ93858.1",NA,"K00648",NA,NA,NA,"K00648"
"I5Q86_03455",NA,"QQQ93859.1",NA,"K00180",NA,NA,NA,"K00180"
"I5Q86_03460",NA,"QQQ93860.1",NA,"K00179","K00179",NA,NA,"K00179"
"I5Q86_03465",NA,"QQQ93861.1",NA,"K00648","K00648",NA,NA,"K00648"
"I5Q86_03470",NA,"QQQ93862.1",NA,"K00180","K00180",NA,NA,"K00180"
"I5Q86_03475",NA,"QQQ93863.1",NA,"K00179","K00179",NA,NA,"K00179"
"I5Q86_03480",NA,"QQQ93864.1",NA,NA,NA,NA,NA,NA
"I5Q86_03485",NA,"QQQ93865.1",NA,NA,NA,NA,NA,NA
"I5Q86_03490","lanM","QQQ93866.1","K27862","K20385","K27862",NA,NA,"K27862"
"I5Q86_03495",NA,"QQQ93867.1",NA,NA,NA,NA,NA,NA
"I5Q86_03500",NA,"QQQ93868.1",NA,NA,NA,NA,NA,NA
"I5Q86_03505",NA,"QQQ93869.1",NA,"K02477,K07707,K12295",NA,NA,NA,"K02477,K07707,K12295"
"I5Q86_03510",NA,"QQQ93870.1",NA,"K07497",NA,NA,NA,"K07497"
"I5Q86_03515",NA,"QQQ93871.1",NA,NA,NA,NA,NA,NA
"I5Q86_03520",NA,"QQQ93872.1",NA,"K20480",NA,NA,NA,"K20480"
"I5Q86_03525",NA,"QQQ93873.1",NA,"K07813","K07813",NA,NA,"K07813"
"I5Q86_03530",NA,"QQQ93874.1",NA,NA,NA,NA,NA,NA
"I5Q86_03535",NA,"QQQ93875.1",NA,NA,NA,NA,NA,NA
"I5Q86_03555",NA,"QQQ93876.1",NA,"K16905","K16905",NA,NA,"K16905"
"I5Q86_03560",NA,"QQQ93877.1",NA,"K16906","K16906",NA,NA,"K16906"
"I5Q86_03565",NA,"QQQ93878.1","K16907","K16907","K16907",NA,NA,"K16907"
"I5Q86_03570",NA,"QQQ93879.1",NA,NA,NA,NA,NA,NA
"I5Q86_03575",NA,"QQQ93880.1",NA,"K17362",NA,NA,NA,"K17362"
"I5Q86_03580",NA,"QQQ93881.1","K02004","K02004","K02004",NA,NA,"K02004"
"I5Q86_03585",NA,"QQQ93882.1","K02003","K02003","K02003",NA,NA,"K02003"
"I5Q86_03590",NA,"QQQ93883.1","K18003","K00648","K00648",NA,NA,"K00648"
"I5Q86_03595",NA,"QQQ93884.1",NA,"K00648",NA,NA,NA,"K00648"
"I5Q86_03600",NA,"QQQ93885.1",NA,NA,NA,NA,NA,NA
"I5Q86_03605",NA,"QQQ93886.1",NA,NA,NA,NA,NA,NA
"I5Q86_03610",NA,"QQQ93887.1",NA,NA,NA,NA,NA,NA
"I5Q86_03615",NA,"QQQ93888.1",NA,NA,NA,NA,NA,NA
"I5Q86_03620",NA,"QQQ93889.1",NA,NA,NA,NA,NA,NA
"I5Q86_03625",NA,"QQQ93890.1",NA,"K01933,K07729,K14260,K15773,K18830,K20373,K20374,K20375,K22299,K23779",NA,NA,NA,"K01933,K07729,K14260,K15773,K18830,K20373,K20374,K20375,K22299,K23779"
"I5Q86_03630",NA,"QQQ93891.1",NA,"K06400","K06400",NA,NA,"K06400"
"I5Q86_03635",NA,"QQQ93892.1",NA,NA,NA,NA,NA,NA
"I5Q86_03640","gnpA","QQQ93893.1",NA,"K15533","K15533","GH112","GH112","K15533"
"I5Q86_03645",NA,"QQQ95428.1","K18218","K18218","K18218",NA,NA,"K18218"
"I5Q86_03650",NA,"QQQ93894.1",NA,"K00945",NA,NA,NA,"K00945"
"I5Q86_03655",NA,"QQQ93895.1",NA,NA,NA,NA,NA,NA
"I5Q86_03660",NA,"QQQ93896.1",NA,NA,NA,NA,NA,NA
"I5Q86_03665",NA,"QQQ93897.1",NA,NA,NA,NA,NA,NA
"I5Q86_03670",NA,"QQQ93898.1",NA,NA,NA,NA,NA,NA
"I5Q86_03675",NA,"QQQ93899.1",NA,"K13653",NA,NA,NA,"K13653"
"I5Q86_03680",NA,"QQQ95651.1",NA,NA,NA,NA,NA,NA
"I5Q86_03685",NA,"QQQ93900.1","K13643","K13643,K17472","K17472",NA,NA,"K17472"
"I5Q86_03690",NA,"QQQ93901.1","K01740","K01740","K01740",NA,NA,"K01740"
"I5Q86_03695","cysK","QQQ95429.1","K01738","K01738","K01738",NA,NA,"K01738"
"I5Q86_03700",NA,"QQQ93902.1",NA,NA,NA,NA,NA,NA
"I5Q86_03705",NA,"QQQ93903.1",NA,NA,NA,NA,NA,NA
"I5Q86_03710",NA,"QQQ93904.1",NA,NA,NA,NA,NA,NA
"I5Q86_03715",NA,"QQQ93905.1","K14982","K14982","K14982",NA,NA,"K14982"
"I5Q86_03720",NA,"QQQ93906.1","K07774","K02483,K11521",NA,NA,NA,"K02483,K11521"
"I5Q86_03725",NA,"QQQ93907.1",NA,NA,NA,NA,NA,NA
"I5Q86_03735",NA,"QQQ93908.1",NA,NA,NA,NA,NA,NA
"I5Q86_03740",NA,"QQQ93909.1",NA,"K01356,K01990,K07726,K07729,K10914,K14056,K15256,K15773,K16868,K20373,K20374,K20391,K21498,K22300",NA,NA,NA,"K01356,K01990,K07726,K07729,K10914,K14056,K15256,K15773,K16868,K20373,K20374,K20391,K21498,K22300"
"I5Q86_03745","uraA","QQQ93910.1","K02824","K02824","K02824",NA,NA,"K02824"
"I5Q86_03750","uxaC","QQQ93911.1","K01812","K01812","K01812",NA,NA,"K01812"
"I5Q86_03755",NA,"QQQ93912.1","K11690",NA,"K11690",NA,NA,"K11690"
"I5Q86_03760",NA,"QQQ93913.1","K11689","K21394","K11689",NA,NA,"K11689"
"I5Q86_03765",NA,"QQQ93914.1","K11688","K21395","K11688",NA,NA,"K11688"
"I5Q86_03770",NA,"QQQ93915.1","K06146","K02529",NA,NA,NA,"K02529"
"I5Q86_03775",NA,"QQQ95430.1","K01685","K01685","K01685",NA,NA,"K01685"
"I5Q86_03780",NA,"QQQ93916.1","K00041","K00041","K00041",NA,NA,"K00041"
"I5Q86_03785",NA,"QQQ93917.1",NA,NA,NA,NA,NA,NA
"I5Q86_03790",NA,"QQQ93918.1",NA,NA,NA,NA,NA,NA
"I5Q86_03795",NA,"QQQ93919.1","K00648","K00648","K00648",NA,NA,"K00648"
"I5Q86_03800",NA,"QQQ93920.1",NA,NA,NA,NA,NA,NA
"I5Q86_03805",NA,"QQQ93921.1",NA,NA,NA,NA,NA,NA
"I5Q86_03810",NA,"QQQ95431.1",NA,"K01214",NA,"GH13_11","CBM48","K01214"
"I5Q86_03810",NA,"QQQ95431.1",NA,"K01214",NA,"GH13_11","GH13","K01214"
"I5Q86_03815",NA,"QQQ93922.1","K03281","K03281","K03281",NA,NA,"K03281"
"I5Q86_03820",NA,"QQQ93923.1",NA,NA,NA,NA,NA,NA
"I5Q86_03825",NA,"QQQ93924.1","K07045","K07045","K07045",NA,NA,"K07045"
"I5Q86_03830",NA,"QQQ93925.1",NA,NA,NA,NA,NA,NA
"I5Q86_03835",NA,"QQQ93926.1",NA,NA,NA,NA,NA,NA
"I5Q86_03840",NA,"QQQ95432.1",NA,NA,NA,NA,NA,NA
"I5Q86_03845",NA,"QQQ93927.1","K00209","K00209","K00209",NA,NA,"K00209"
"I5Q86_03850",NA,"QQQ93928.1",NA,"K22108",NA,NA,NA,"K22108"
"I5Q86_03855",NA,"QQQ93929.1",NA,"K03784",NA,NA,NA,"K03784"
"I5Q86_03860",NA,"QQQ93930.1","K01520","K01520","K01520",NA,NA,"K01520"
"I5Q86_03865","nrdG","QQQ93931.1","K04068","K04068","K04068",NA,NA,"K04068"
"I5Q86_03870",NA,"QQQ93932.1","K00962","K00962","K00962",NA,NA,"K00962"
"I5Q86_03875","rpsO","QQQ93933.1","K02956","K02956","K02956",NA,NA,"K02956"
"I5Q86_03880",NA,"QQQ93934.1","K13695","K21471",NA,NA,NA,"K21471"
"I5Q86_03885",NA,"QQQ93935.1","K03324","K03324","K03324",NA,NA,"K03324"
"I5Q86_03890",NA,"QQQ93936.1","K11753","K11753","K11753",NA,NA,"K11753"
"I5Q86_03895","truB","QQQ93937.1","K03177","K03177","K03177",NA,NA,"K03177"
"I5Q86_03900",NA,"QQQ93938.1","K06881","K06881","K06881",NA,NA,"K06881"
"I5Q86_03905","rbfA","QQQ93939.1","K02834","K02834","K02834",NA,NA,"K02834"
"I5Q86_03910","infB","QQQ93940.1","K02519","K02519","K02519",NA,NA,"K02519"
"I5Q86_03915",NA,"QQQ93941.1",NA,"K07742",NA,NA,NA,"K07742"
"I5Q86_03920",NA,"QQQ93942.1","K07742","K07742","K07742",NA,NA,"K07742"
"I5Q86_03925","nusA","QQQ93943.1","K02600","K02600","K02600",NA,NA,"K02600"
"I5Q86_03930",NA,"QQQ93944.1","K09748","K09748","K09748",NA,NA,"K09748"
"I5Q86_03935",NA,"QQQ93945.1",NA,NA,NA,NA,NA,NA
"I5Q86_03940",NA,"QQQ93946.1","K03284","K03284","K03284",NA,NA,"K03284"
"I5Q86_03945",NA,"QQQ93947.1","K02469","K02469",NA,NA,NA,"K02469"
"I5Q86_03950",NA,"QQQ93948.1","K03164","K02470",NA,NA,NA,"K02470"
"I5Q86_03955",NA,"QQQ93949.1","K21064",NA,"K21064",NA,NA,"K21064"
"I5Q86_03960",NA,"QQQ93950.1",NA,"K19302","K19302",NA,NA,"K19302"
"I5Q86_03965",NA,"QQQ93951.1","K07219","K03750,K07219","K07219",NA,NA,"K07219"
"I5Q86_03965",NA,"QQQ93951.1","K07219","K03750,K07219","K03750",NA,NA,"K03750"
"I5Q86_03970",NA,"QQQ93952.1",NA,NA,NA,NA,NA,NA
"I5Q86_03975",NA,"QQQ93953.1","K02168","K05020",NA,NA,NA,"K05020"
"I5Q86_03980",NA,"QQQ93954.1","K03738","K03738","K03738",NA,NA,"K03738"
"I5Q86_03985",NA,"QQQ93955.1",NA,NA,NA,NA,NA,NA
"I5Q86_03990",NA,"QQQ95433.1","K00027","K00027","K00027",NA,NA,"K00027"
"I5Q86_03990",NA,"QQQ95433.1","K00027","K00027","K00029",NA,NA,"K00027"
"I5Q86_03995",NA,"QQQ93956.1",NA,"K01744",NA,NA,NA,"K01744"
"I5Q86_04000",NA,"QQQ93957.1",NA,"K19333",NA,NA,NA,"K19333"
"I5Q86_04005",NA,"QQQ93958.1","K00121","K00121",NA,NA,NA,"K00121"
"I5Q86_04010",NA,"QQQ93959.1",NA,"K01744",NA,NA,NA,"K01744"
"I5Q86_04015",NA,"QQQ93960.1",NA,"K08986",NA,NA,NA,"K08986"
"I5Q86_04020",NA,"QQQ93961.1",NA,"K09681,K11921,K21757",NA,NA,NA,"K09681,K11921,K21757"
"I5Q86_04025",NA,"QQQ93962.1","K21029","K21147",NA,NA,NA,"K21147"
"I5Q86_04030",NA,"QQQ93963.1",NA,NA,NA,NA,NA,NA
"I5Q86_04035",NA,"QQQ93964.1",NA,"K00111",NA,NA,NA,"K00111"
"I5Q86_04040",NA,"QQQ93965.1","K03750","K03750","K03750",NA,NA,"K03750"
"I5Q86_04040",NA,"QQQ93965.1","K03750","K03750","K07219",NA,NA,"K03750"
"I5Q86_04045",NA,"QQQ93966.1",NA,"K05772","K05772",NA,NA,"K05772"
"I5Q86_04050",NA,"QQQ93967.1",NA,"K05773","K05773",NA,NA,"K05773"
"I5Q86_04055",NA,"QQQ93968.1","K06174","K06857",NA,NA,NA,"K06857"
"I5Q86_04060",NA,"QQQ93969.1",NA,NA,NA,NA,NA,NA
"I5Q86_04065",NA,"QQQ93970.1","K14083","K14083","K14083",NA,NA,"K14083"
"I5Q86_04070",NA,"QQQ93971.1",NA,"K16137,K18136,K21962,K22106,K22107",NA,NA,NA,"K16137,K18136,K21962,K22106,K22107"
"I5Q86_04075",NA,"QQQ93972.1","K00675","K00675",NA,NA,NA,"K00675"
"I5Q86_04080",NA,"QQQ93973.1",NA,"K14445",NA,NA,NA,"K14445"
"I5Q86_04085","dcuC","QQQ93974.1","K03326","K03326","K03326",NA,NA,"K03326"
"I5Q86_04090",NA,"QQQ93975.1",NA,NA,NA,NA,NA,NA
"I5Q86_04095",NA,"QQQ93976.1",NA,"K02647,K09684,K23253",NA,NA,NA,"K02647,K09684,K23253"
"I5Q86_04100",NA,"QQQ93977.1",NA,"K03292",NA,NA,NA,"K03292"
"I5Q86_04105",NA,"QQQ93978.1",NA,"K01599",NA,NA,NA,"K01599"
"I5Q86_04110",NA,"QQQ93979.1",NA,"K01599",NA,NA,NA,"K01599"
"I5Q86_04115",NA,"QQQ93980.1","K09684","K02647,K09684,K23253",NA,NA,NA,"K02647,K09684,K23253"
"I5Q86_04120",NA,"QQQ93981.1","K26937","K26937","K26937",NA,NA,"K26937"
"I5Q86_04125",NA,"QQQ93982.1","K07053","K07053","K07053",NA,NA,"K07053"
"I5Q86_04145",NA,"QQQ93983.1","K00937","K00937","K00937",NA,NA,"K00937"
"I5Q86_04150",NA,"QQQ93984.1","K01524","K01524",NA,NA,NA,"K01524"
"I5Q86_04155",NA,"QQQ93985.1","K02667","K07720","K07720",NA,NA,"K07720"
"I5Q86_04160",NA,"QQQ93986.1",NA,"K10119",NA,NA,NA,"K10119"
"I5Q86_04165",NA,"QQQ93987.1",NA,"K10118",NA,NA,NA,"K10118"
"I5Q86_04170",NA,"QQQ93988.1",NA,"K10117",NA,NA,NA,"K10117"
"I5Q86_04175",NA,"QQQ93989.1",NA,"K07718","K07718",NA,NA,"K07718"
"I5Q86_04180",NA,"QQQ93990.1",NA,NA,NA,NA,NA,NA
"I5Q86_04185",NA,"QQQ93991.1","K13688","K18675","K18675","GH94","GH94","K18675"
"I5Q86_04190",NA,"QQQ95434.1",NA,"K01048",NA,NA,NA,"K01048"
"I5Q86_04195",NA,"QQQ93992.1",NA,NA,NA,NA,NA,NA
"I5Q86_04200",NA,"QQQ93993.1",NA,NA,NA,NA,NA,NA
"I5Q86_04205",NA,"QQQ93994.1",NA,"K02647,K09684,K23253",NA,NA,NA,"K02647,K09684,K23253"
"I5Q86_04210",NA,"QQQ93995.1",NA,"K23253",NA,NA,NA,"K23253"
"I5Q86_04215",NA,"QQQ93996.1",NA,"K03449,K08174",NA,NA,NA,"K03449,K08174"
"I5Q86_04225",NA,"QQQ93997.1",NA,NA,NA,NA,NA,NA
"I5Q86_04235",NA,"QQQ93998.1",NA,NA,NA,NA,NA,NA
"I5Q86_04240",NA,"QQQ93999.1",NA,NA,NA,NA,NA,NA
"I5Q86_04245",NA,"QQQ94000.1","K17246","K02026","K02026",NA,NA,"K02026"
"I5Q86_04250",NA,"QQQ94001.1",NA,"K02025","K02025",NA,NA,"K02025"
"I5Q86_04255",NA,"QQQ94002.1","K02027","K02027","K02027",NA,NA,"K02027"
"I5Q86_04260",NA,"QQQ94003.1","K26607","K26607",NA,NA,NA,"K26607"
"I5Q86_04265",NA,"QQQ94004.1","K19955","K19955","K19955",NA,NA,"K19955"
"I5Q86_04270",NA,"QQQ94005.1","K13049","K13049",NA,NA,NA,"K13049"
"I5Q86_04275",NA,"QQQ94006.1",NA,"K01599,K14080",NA,NA,NA,"K01599,K14080"
"I5Q86_04280",NA,"QQQ94007.1",NA,NA,NA,NA,NA,NA
"I5Q86_04285","garR","QQQ94008.1","K00042","K00042","K00042",NA,NA,"K00042"
"I5Q86_04290",NA,"QQQ94009.1",NA,NA,NA,NA,NA,NA
"I5Q86_04295",NA,"QQQ94010.1",NA,NA,NA,NA,NA,NA
"I5Q86_04300",NA,"QQQ94011.1",NA,NA,NA,NA,NA,NA
"I5Q86_04305",NA,"QQQ94012.1",NA,"K02574",NA,NA,NA,"K02574"
"I5Q86_04310",NA,"QQQ94013.1","K08978","K08978","K08978",NA,NA,"K08978"
"I5Q86_04315",NA,"QQQ94014.1","K03281","K03281",NA,NA,NA,"K03281"
"I5Q86_04320",NA,"QQQ94015.1",NA,"K03315","K03315",NA,NA,"K03315"
"I5Q86_04325",NA,"QQQ94016.1","K00140","K00140","K00140",NA,NA,"K00140"
"I5Q86_04330","ade","QQQ94017.1","K01486","K01486","K01486",NA,NA,"K01486"
"I5Q86_04335",NA,"QQQ94018.1",NA,"K02030,K07315,K07648,K07678,K07679,K11527,K13924,K19616,K20974",NA,NA,NA,"K02030,K07315,K07648,K07678,K07679,K11527,K13924,K19616,K20974"
"I5Q86_04340",NA,"QQQ94019.1","K03406","K03406","K03406",NA,NA,"K03406"
"I5Q86_04350",NA,"QQQ94020.1",NA,NA,NA,NA,NA,NA
"I5Q86_04355",NA,"QQQ94021.1",NA,"K02529",NA,NA,NA,"K02529"
"I5Q86_04360",NA,"QQQ94022.1","K00928","K00928","K00928",NA,NA,"K00928"
"I5Q86_04365",NA,"QQQ94023.1",NA,NA,NA,NA,NA,NA
"I5Q86_04370",NA,"QQQ94024.1","K26938","K26937","K26937",NA,NA,"K26937"
"I5Q86_04375",NA,"QQQ94025.1",NA,NA,NA,NA,NA,NA
"I5Q86_04380",NA,"QQQ94026.1",NA,NA,NA,NA,NA,NA
"I5Q86_04385",NA,"QQQ94027.1",NA,"K01092,K06889,K19063,K19273",NA,NA,NA,"K01092,K06889,K19063,K19273"
"I5Q86_04390",NA,"QQQ94028.1",NA,NA,NA,NA,NA,NA
"I5Q86_04395",NA,"QQQ94029.1",NA,"K06889,K09181",NA,NA,NA,"K06889,K09181"
"I5Q86_04400",NA,"QQQ94030.1","K04771","K04771",NA,NA,NA,"K04771"
"I5Q86_04405",NA,"QQQ94031.1","K25167","K01990","K01990",NA,NA,"K01990"
"I5Q86_04410",NA,"QQQ94032.1",NA,NA,NA,NA,NA,NA
"I5Q86_04415",NA,"QQQ94033.1",NA,"K01992","K01992",NA,NA,"K01992"
"I5Q86_04420",NA,"QQQ94034.1",NA,"K20487","K20487",NA,NA,"K20487"
"I5Q86_04425",NA,"QQQ94035.1",NA,"K20488","K20488",NA,NA,"K20488"
"I5Q86_04440",NA,"QQQ94036.1",NA,NA,NA,NA,NA,NA
"I5Q86_04445",NA,"QQQ94037.1","K02171","K02171","K02171",NA,NA,"K02171"
"I5Q86_04450",NA,"QQQ94038.1",NA,"K00240",NA,NA,NA,"K00240"
"I5Q86_04455",NA,"QQQ94039.1",NA,"K03088","K03088",NA,NA,"K03088"
"I5Q86_04460",NA,"QQQ94040.1",NA,NA,NA,NA,NA,NA
"I5Q86_04465",NA,"QQQ94041.1",NA,"K01990","K01990",NA,NA,"K01990"
"I5Q86_04470",NA,"QQQ94042.1",NA,NA,NA,NA,NA,NA
"I5Q86_04475",NA,"QQQ94043.1",NA,"K12308",NA,"GH42","GH42","K12308"
"I5Q86_04480",NA,"QQQ94044.1","K01138","K01133",NA,NA,NA,"K01133"
"I5Q86_04485",NA,"QQQ94045.1",NA,"K02026","K02026",NA,NA,"K02026"
"I5Q86_04490",NA,"QQQ94046.1","K10118","K02025","K02025",NA,NA,"K02025"
"I5Q86_04490",NA,"QQQ94046.1","K10118","K02025","K05814",NA,NA,"K05814"
"I5Q86_04490",NA,"QQQ94046.1","K10118","K02025","K10118",NA,NA,"K10118"
"I5Q86_04495",NA,"QQQ94047.1","K02027","K02027","K02027",NA,NA,"K02027"
"I5Q86_04500",NA,"QQQ94048.1",NA,"K07720","K07720",NA,NA,"K07720"
"I5Q86_04505",NA,"QQQ94049.1",NA,"K07718","K07718",NA,NA,"K07718"
"I5Q86_04510",NA,"QQQ94050.1","K24118","K06871","K28783",NA,NA,"K28783"
"I5Q86_04510",NA,"QQQ94050.1","K24118","K06871","K06871",NA,NA,"K06871"
"I5Q86_04515",NA,"QQQ94051.1","K01586","K01586","K01586",NA,NA,"K01586"
"I5Q86_04520",NA,"QQQ94052.1",NA,"K03657",NA,NA,NA,"K03657"
"I5Q86_04525",NA,"QQQ94053.1",NA,"K13020",NA,"GH188",NA,"K13020"
"I5Q86_04530",NA,"QQQ94054.1",NA,"K00010,K22230",NA,NA,NA,"K00010,K22230"
"I5Q86_04535",NA,"QQQ94055.1",NA,"K13020","K13020","GH188",NA,"K13020"
"I5Q86_04540",NA,"QQQ94056.1","K02026","K25678","K25678",NA,NA,"K25678"
"I5Q86_04540",NA,"QQQ94056.1","K02026","K25678","K02026",NA,NA,"K02026"
"I5Q86_04545",NA,"QQQ94057.1","K25677","K25677","K25677",NA,NA,"K25677"
"I5Q86_04545",NA,"QQQ94057.1","K25677","K25677","K02025",NA,NA,"K25677"
"I5Q86_04550",NA,"QQQ95435.1","K25676","K25676","K25676",NA,NA,"K25676"
"I5Q86_04555",NA,"QQQ94058.1","K07718","K07718","K07718",NA,NA,"K07718"
"I5Q86_04560",NA,"QQQ94059.1","K07720","K07720","K07720",NA,NA,"K07720"
"I5Q86_04565","pyk","QQQ94060.1","K00873","K00873","K00873",NA,NA,"K00873"
"I5Q86_04570",NA,"QQQ94061.1",NA,NA,NA,NA,NA,NA
"I5Q86_04575",NA,"QQQ94062.1","K03284","K03284","K03284",NA,NA,"K03284"
"I5Q86_04580",NA,"QQQ94063.1","K07404","K07404","K07404",NA,NA,"K07404"
"I5Q86_04585",NA,"QQQ94064.1","K11072","K11072","K11072",NA,NA,"K11072"
"I5Q86_04590",NA,"QQQ94065.1","K11071","K11071","K11071",NA,NA,"K11071"
"I5Q86_04595",NA,"QQQ94066.1","K11069","K11069,K11070","K11070",NA,NA,"K11070"
"I5Q86_04595",NA,"QQQ94066.1","K11069","K11069,K11070","K11069",NA,NA,"K11069"
"I5Q86_04600",NA,"QQQ94067.1","K06180","K06180","K06180",NA,NA,"K06180"
"I5Q86_04605",NA,"QQQ94068.1",NA,NA,NA,NA,NA,NA
"I5Q86_04610",NA,"QQQ94069.1",NA,NA,NA,NA,NA,NA
"I5Q86_04615","trpS","QQQ94070.1","K01867","K01867","K01867",NA,NA,"K01867"
"I5Q86_04620",NA,"QQQ94071.1",NA,NA,NA,NA,NA,NA
"I5Q86_04625",NA,"QQQ94072.1",NA,NA,NA,NA,NA,NA
"I5Q86_04630",NA,"QQQ94073.1",NA,NA,NA,NA,NA,NA
"I5Q86_04635",NA,"QQQ94074.1",NA,"K14982",NA,NA,NA,"K14982"
"I5Q86_04640",NA,"QQQ94075.1",NA,"K14982",NA,NA,NA,"K14982"
"I5Q86_04645",NA,"QQQ94076.1","K07173","K07173","K07173",NA,NA,"K07173"
"I5Q86_04650",NA,"QQQ94077.1","K21021","K03406,K21021,K21084",NA,NA,NA,"K03406,K21021,K21084"
"I5Q86_04655",NA,"QQQ94078.1",NA,"K14056",NA,NA,NA,"K14056"
"I5Q86_04660","yqeC","QQQ94079.1","K07141","K07141","K07141",NA,NA,"K07141"
"I5Q86_04665",NA,"QQQ94080.1","K07402","K07402",NA,NA,NA,"K07402"
"I5Q86_04670","yedF","QQQ94081.1",NA,"K04085,K08363","K04085",NA,NA,"K04085"
"I5Q86_04675","hydA","QQQ94082.1","K01464","K01464","K01464",NA,NA,"K01464"
"I5Q86_04680","xdh","QQQ94083.1","K00087","K00087,K01649,K03518,K04107,K07469,K13481,K13483,K20446,K20447,K20448",NA,NA,NA,"K00087,K01649,K03518,K04107,K07469,K13481,K13483,K20446,K20447,K20448"
"I5Q86_04685",NA,"QQQ94084.1",NA,NA,NA,NA,NA,NA
"I5Q86_04690",NA,"QQQ94085.1",NA,NA,NA,NA,NA,NA
"I5Q86_04695","dpaL","QQQ94086.1","K01751","K01751","K01751",NA,NA,"K01751"
"I5Q86_04700",NA,"QQQ94087.1",NA,"K01438,K01439,K20895",NA,NA,NA,"K01438,K01439,K20895"
"I5Q86_04705","ygeW","QQQ94088.1",NA,"K00611,K09065,K13043,K13252",NA,NA,NA,"K00611,K09065,K13043,K13252"
"I5Q86_04710","arcC","QQQ94089.1","K00926","K00926","K00926",NA,NA,"K00926"
"I5Q86_04715",NA,"QQQ94090.1","K00018","K00018","K00018",NA,NA,"K00018"
"I5Q86_04720",NA,"QQQ94091.1","K23245","K23245","K23245",NA,NA,"K23245"
"I5Q86_04725",NA,"QQQ94092.1",NA,"K00615",NA,NA,NA,"K00615"
"I5Q86_04730",NA,"QQQ94093.1","K00615","K00615","K00615",NA,NA,"K00615"
"I5Q86_04735",NA,"QQQ95436.1","K11690","K11690","K11690",NA,NA,"K11690"
"I5Q86_04740",NA,"QQQ94094.1",NA,"K11689","K11689",NA,NA,"K11689"
"I5Q86_04745",NA,"QQQ94095.1","K11688","K21395","K11688",NA,NA,"K11688"
"I5Q86_04750",NA,"QQQ94096.1","K05799","K05799",NA,NA,NA,"K05799"
"I5Q86_04755",NA,"QQQ94097.1","K22104","K05799",NA,NA,NA,"K05799"
"I5Q86_04770",NA,"QQQ94098.1",NA,"K12972",NA,NA,NA,"K12972"
"I5Q86_04775",NA,"QQQ94099.1","K03699","K03699","K03699",NA,NA,"K03699"
